Journey_ID,Day_of_Week,Time_of_Day,Transport_Mode,Distance_km,Journey_Duration_mins,Average_Speed,Delay_mins,Weather_Type,Temperature_C,Air_Quality_Index,CO2_Emissions_g,Passenger_Count,Ticket_Price,Satisfaction_Score,Incident_Reported,Late_Arrival,Frequent_Traveller 
1436,Tuesday,06:40:00,Bike,3.9,16,14.6,0,Cloudy,7,62,0,1,NA,8,No,No,No
1437,Tuesday,06:55:00,Walk,1.1,18,3.8,0,Cloudy,8,65,0,1,NA,9,No,No,No
1438,Tuesday,07:10:00,E-scooter,3,14,13,2,Rain,9,75,0,1,1.10,7,Yes,Yes,No
1439,Tuesday,07:25:00,Car,8.1,32,15,8,Rain,10,90,430,1,4.30,5,No,Yes,Yes
1440,Tuesday,07:40:00,Bus,12.3,50,14.6,15,Rain,11,110,360,35,2.90,4,Yes,Yes,No
1441,Tuesday,07:55:00,Train,19.1,45,25.3,4,Rain,12,120,170,170,3.70,6,No,Yes,Yes
1442,Tuesday,08:10:00,Bike,3.4,16,12.8,0,Rain,12,118,0,1,NA,7,No,No,No
1443,Tuesday,08:25:00,Walk,1,19,3.1,0,Rain,13,125,0,1,NA,7,No,No,No
1444,Tuesday,08:40:00,E-scooter,2.9,15,11.6,3,Rain,13,130,0,1,1.00,6,Yes,Yes,No
1445,Tuesday,08:55:00,Car,7.6,28,16.3,5,Rain,14,135,420,1,4.20,6,No,Yes,Yes
1446,Tuesday,09:10:00,Bus,11.5,42,16.4,7,Rain,14,140,350,32,2.80,5,Yes,Yes,No
1447,Tuesday,09:25:00,Train,20.3,47,25.9,3,Rain,15,145,160,160,3.60,6,No,Yes,Yes
1448,Tuesday,09:40:00,Bike,3.8,17,13.4,0,Rain,15,142,0,1,NA,7,No,No,No
1449,Tuesday,09:55:00,Walk,1.1,19,3.5,0,Rain,16,140,0,1,NA,7,No,No,No
1450,Tuesday,10:10:00,E-scooter,3,14,12.9,2,Cloudy,17,130,0,1,1.10,7,No,No,No
1451,Tuesday,10:25:00,Car,6.9,23,18,1,Cloudy,18,120,390,1,4.00,8,No,No,Yes
1452,Tuesday,10:40:00,Bus,10.8,35,18.5,2,Cloudy,18,118,330,29,2.70,8,No,No,No
1453,Tuesday,10:55:00,Train,19.6,43,27.3,1,Cloudy,19,115,150,150,3.50,9,No,No,Yes
1454,Tuesday,11:10:00,Bike,3.7,16,13.9,0,Clear,20,110,0,1,NA,9,No,No,No
1455,Tuesday,11:25:00,Walk,1,17,3.6,0,Clear,20,108,0,1,NA,10,No,No,No
1456,Tuesday,11:40:00,E-scooter,2.9,13,13.4,1,Clear,21,105,0,1,1.00,8,No,No,No
1457,Tuesday,11:55:00,Car,7.1,25,17,0,Clear,21,102,410,1,4.10,9,No,No,Yes
1458,Tuesday,12:10:00,Bus,11,38,17.4,3,Clear,22,100,340,30,2.80,8,No,No,No
1459,Tuesday,12:25:00,Train,21.4,48,26.8,1,Clear,22,98,160,160,3.60,9,No,No,Yes
1460,Tuesday,12:40:00,Bike,3.9,16,14.6,0,Clear,23,95,0,1,NA,9,No,No,No
1461,Tuesday,12:55:00,Walk,1.2,18,4,0,Clear,23,94,0,1,NA,10,No,No,No
1462,Tuesday,13:10:00,E-scooter,3.1,14,13.2,1,Clear,24,92,0,1,1.10,8,No,No,No
1463,Tuesday,13:25:00,Car,7.4,26,17.1,0,Clear,24,90,420,1,4.20,9,No,No,Yes
1464,Tuesday,13:40:00,Bus,10.9,37,17.8,2,Clear,25,88,330,29,2.70,8,No,No,No
1465,Tuesday,13:55:00,Train,20.2,45,27,1,Clear,25,86,150,150,3.50,9,No,No,Yes
1466,Tuesday,14:10:00,Bike,3.6,15,14.4,0,Clear,26,85,0,1,NA,9,No,No,No
1467,Tuesday,14:25:00,Walk,1.1,17,3.8,0,Clear,26,84,0,1,NA,10,No,No,No
1468,Tuesday,14:40:00,E-scooter,2.8,13,13,1,Clear,27,82,0,1,1.00,8,No,No,No
1469,Tuesday,14:55:00,Car,7,24,17.5,1,Cloudy,27,90,390,1,4.00,8,No,No,Yes
1470,Tuesday,15:10:00,Bus,11.3,39,17.3,4,Cloudy,26,95,340,31,2.80,7,No,Yes,No
1471,Tuesday,15:25:00,Train,22.1,49,26.9,2,Cloudy,25,100,160,160,3.60,7,No,Yes,Yes
1472,Tuesday,15:40:00,Bike,3.8,16,14.3,0,Cloudy,25,98,0,1,NA,8,No,No,No
1473,Tuesday,15:55:00,Walk,1,17,3.6,0,Cloudy,24,96,0,1,NA,9,No,No,No
1474,Tuesday,16:10:00,E-scooter,3,14,12.9,2,Rain,23,110,0,1,1.10,7,Yes,Yes,No
1475,Tuesday,16:25:00,Car,8.2,33,14.9,9,Rain,22,125,430,1,4.30,5,No,Yes,Yes
1476,Tuesday,16:40:00,Bus,12.3,51,14.5,16,Rain,21,140,360,35,2.90,4,Yes,Yes,No
1477,Tuesday,16:55:00,Train,19.3,44,25.4,4,Rain,20,150,170,170,3.70,6,No,Yes,Yes
1478,Tuesday,17:10:00,Bike,3.5,16,12.9,0,Rain,20,148,0,1,NA,7,No,No,No
1479,Tuesday,17:25:00,Walk,1.1,19,3.2,0,Rain,19,145,0,1,NA,7,No,No,No
1480,Tuesday,17:40:00,E-scooter,2.9,15,11.7,3,Rain,19,142,0,1,1.00,6,Yes,Yes,No
1481,Tuesday,17:55:00,Car,7.7,29,16,6,Cloudy,18,130,420,1,4.20,6,No,Yes,Yes
1482,Tuesday,18:10:00,Bus,11.7,41,16.3,5,Cloudy,18,125,350,32,2.80,7,No,No,No
1483,Tuesday,18:25:00,Train,20.5,46,26,2,Cloudy,17,120,160,160,3.60,8,No,No,Yes
1484,Tuesday,18:40:00,Bike,3.9,17,14.1,0,Cloudy,17,118,0,1,NA,8,No,No,No
1485,Tuesday,18:55:00,Walk,1.2,18,4,0,Cloudy,17,115,0,1,NA,9,No,No,No
1486,Tuesday,19:10:00,E-scooter,3.1,14,13.3,1,Clear,18,110,0,1,1.10,8,No,No,No
1487,Tuesday,19:25:00,Car,6.8,23,17.7,0,Clear,18,108,390,1,4.00,9,No,No,Yes
1488,Tuesday,19:40:00,Bus,10.7,36,17.8,1,Clear,19,105,330,29,2.70,8,No,No,No
1489,Tuesday,19:55:00,Train,19.9,43,27.4,0,Clear,19,102,150,150,3.50,9,No,No,Yes
1490,Tuesday,20:10:00,Bike,3.7,16,14.5,0,Clear,18,100,0,1,NA,9,No,No,No
1491,Tuesday,20:25:00,Walk,1,17,3.7,0,Clear,18,98,0,1,NA,10,No,No,No
1492,Tuesday,20:40:00,E-scooter,2.8,13,13,1,Clear,17,95,0,1,1.00,8,No,No,No
1493,Tuesday,20:55:00,Car,7,24,17.5,0,Clear,17,93,410,1,4.10,9,No,No,Yes
1494,Tuesday,21:10:00,Bus,10.6,35,17.9,1,Clear,16,90,330,28,2.70,8,No,No,No
1495,Tuesday,21:25:00,Train,20.1,44,27.1,0,Clear,16,88,150,150,3.50,9,No,No,Yes
1496,Tuesday,21:40:00,Bike,3.8,16,14.3,0,Clear,15,86,0,1,NA,9,No,No,No
1497,Tuesday,21:55:00,Walk,1.1,17,3.8,0,Clear,15,85,0,1,NA,10,No,No,No
1498,Tuesday,22:10:00,E-scooter,3,14,13.1,1,Clear,14,83,0,1,1.00,8,No,No,No
1499,Tuesday,22:25:00,Car,7.2,25,17.3,0,Clear,14,82,410,1,4.10,9,No,No,Yes
1500,Tuesday,22:40:00,Bus,10.8,36,17.6,1,Clear,13,80,330,29,2.70,8,No,No,No
1501,Tuesday,22:55:00,Train,19.7,43,27.3,0,Clear,13,78,150,150,3.50,9,No,No,Yes
1502,Tuesday,23:10:00,Bike,3.6,15,14.4,0,Clear,12,76,0,1,NA,9,No,No,No
1503,Tuesday,23:25:00,Walk,1,16,3.7,0,Clear,12,75,0,1,NA,10,No,No,No
1504,Tuesday,23:40:00,E-scooter,2.9,13,13,1,Clear,11,73,0,1,1.00,8,No,No,No
1505,Tuesday,23:55:00,Car,7,24,17.5,0,Clear,11,72,390,1,4.00,9,No,No,Yes
1506,Wednesday,00:10:00,Bus,10.9,37,17.8,2,Cloudy,10,70,340,30,2.80,8,No,No,No
1507,Wednesday,00:25:00,Train,20.4,46,26.7,1,Cloudy,10,68,160,160,3.60,8,No,No,Yes
1508,Wednesday,00:40:00,Bike,3.7,15,14.6,0,Cloudy,9,66,0,1,NA,9,No,No,No
1509,Wednesday,00:55:00,Walk,1.2,18,4,0,Cloudy,9,65,0,1,NA,10,No,No,No
1510,Wednesday,01:10:00,E-scooter,3.1,14,13.2,1,Cloudy,8,63,0,1,1.10,8,No,No,No
1511,Wednesday,01:25:00,Car,7.3,26,17,0,Clear,8,62,420,1,4.20,9,No,No,Yes
1512,Wednesday,01:40:00,Bus,11.1,38,17.4,2,Clear,7,60,330,29,2.70,8,No,No,No
1513,Wednesday,01:55:00,Train,21.3,48,26.8,1,Clear,7,58,160,160,3.60,9,No,No,Yes
1514,Wednesday,02:10:00,Bike,3.8,16,14.2,0,Clear,6,56,0,1,NA,9,No,No,No
1515,Wednesday,02:25:00,Walk,1.1,17,3.8,0,Clear,6,55,0,1,NA,10,No,No,No
1516,Wednesday,02:40:00,E-scooter,2.8,13,12.9,1,Clear,5,53,0,1,1.00,8,No,No,No
1517,Wednesday,02:55:00,Car,7.1,25,17,0,Clear,5,52,410,1,4.10,9,No,No,Yes
1518,Wednesday,03:10:00,Bus,10.7,36,17.7,1,Cloudy,5,50,330,29,2.80,7,No,No,No
1519,Wednesday,03:25:00,Train,20.6,46,26.9,1,Cloudy,4,48,160,160,3.60,8,No,No,Yes
1520,Wednesday,03:40:00,Bike,3.9,17,14.1,0,Cloudy,4,47,0,1,NA,8,No,No,No
1521,Wednesday,03:55:00,Walk,1,16,3.6,0,Cloudy,3,46,0,1,NA,9,No,No,No
1522,Wednesday,04:10:00,E-scooter,3,14,13,1,Cloudy,3,45,0,1,1.10,8,No,No,No
1523,Wednesday,04:25:00,Car,6.9,24,17.3,0,Clear,3,44,390,1,4.00,9,No,No,Yes
1524,Wednesday,04:40:00,Bus,10.5,35,17.8,1,Clear,2,42,330,28,2.70,8,No,No,No
1525,Wednesday,04:55:00,Train,19.9,43,27.4,0,Clear,2,41,150,150,3.50,9,No,No,Yes
1526,Wednesday,05:10:00,Bike,3.6,15,14.4,0,Clear,2,40,0,1,NA,9,No,No,No
1527,Wednesday,05:25:00,Walk,1.2,17,4.1,0,Clear,2,39,0,1,NA,10,No,No,No
1528,Wednesday,05:40:00,E-scooter,2.9,13,12.9,1,Clear,3,40,0,1,1.00,8,No,No,No
1529,Wednesday,05:55:00,Car,7.4,26,16.8,1,Cloudy,4,45,420,1,4.20,8,No,No,Yes
1530,Wednesday,06:10:00,Bus,11.2,39,16.9,3,Cloudy,5,55,340,30,2.80,7,No,Yes,No
1531,Wednesday,06:25:00,Train,22.3,49,26.9,2,Cloudy,6,60,160,160,3.60,7,No,Yes,Yes
1532,Wednesday,06:40:00,Bike,3.9,16,14.6,0,Cloudy,7,62,0,1,NA,8,No,No,No
1533,Wednesday,06:55:00,Walk,1.1,18,3.8,0,Cloudy,8,65,0,1,NA,9,No,No,No
1534,Wednesday,07:10:00,E-scooter,3,14,13,2,Rain,9,75,0,1,1.10,7,Yes,Yes,No
1535,Wednesday,07:25:00,Car,8.1,32,15,8,Rain,10,90,430,1,4.30,5,No,Yes,Yes
1536,Wednesday,07:40:00,Bus,12.3,50,14.6,15,Rain,11,110,360,35,2.90,4,Yes,Yes,No
1537,Wednesday,07:55:00,Train,19.1,45,25.3,4,Rain,12,120,170,170,3.70,6,No,Yes,Yes
1538,Wednesday,08:10:00,Bike,3.4,16,12.8,0,Rain,12,118,0,1,NA,7,No,No,No
1539,Wednesday,08:25:00,Walk,1,19,3.1,0,Rain,13,125,0,1,NA,7,No,No,No
1540,Wednesday,08:40:00,E-scooter,2.9,15,11.6,3,Rain,13,130,0,1,1.00,6,Yes,Yes,No
1541,Wednesday,08:55:00,Car,7.6,28,16.3,5,Rain,14,135,420,1,4.20,6,No,Yes,Yes
1542,Wednesday,09:10:00,Bus,11.5,42,16.4,7,Rain,14,140,350,32,2.80,5,Yes,Yes,No
1543,Wednesday,09:25:00,Train,20.3,47,25.9,3,Rain,15,145,160,160,3.60,6,No,Yes,Yes
1544,Wednesday,09:40:00,Bike,3.8,17,13.4,0,Rain,15,142,0,1,NA,7,No,No,No
1545,Wednesday,09:55:00,Walk,1.1,19,3.5,0,Rain,16,140,0,1,NA,7,No,No,No
1546,Wednesday,10:10:00,E-scooter,3,14,12.9,2,Cloudy,17,130,0,1,1.10,7,No,No,No
1547,Wednesday,10:25:00,Car,6.9,23,18,1,Cloudy,18,120,390,1,4.00,8,No,No,Yes
1548,Wednesday,10:40:00,Bus,10.8,35,18.5,2,Cloudy,18,118,330,29,2.70,8,No,No,No
1549,Wednesday,10:55:00,Train,19.6,43,27.3,1,Cloudy,19,115,150,150,3.50,9,No,No,Yes
1550,Wednesday,11:10:00,Bike,3.7,16,13.9,0,Clear,20,110,0,1,NA,9,No,No,No
1551,Wednesday,11:25:00,Walk,1,17,3.6,0,Clear,20,108,0,1,NA,10,No,No,No
1552,Wednesday,11:40:00,E-scooter,2.9,13,13.4,1,Clear,21,105,0,1,1.00,8,No,No,No
1553,Wednesday,11:55:00,Car,7.1,25,17,0,Clear,21,102,410,1,4.10,9,No,No,Yes
1554,Wednesday,12:10:00,Bus,11,38,17.4,3,Clear,22,100,340,30,2.80,8,No,No,No
1555,Wednesday,12:25:00,Train,21.4,48,26.8,1,Clear,22,98,160,160,3.60,9,No,No,Yes
1556,Wednesday,12:40:00,Bike,3.9,16,14.6,0,Clear,23,95,0,1,NA,9,No,No,No
1557,Wednesday,12:55:00,Walk,1.2,18,4,0,Clear,23,94,0,1,NA,10,No,No,No
1558,Wednesday,13:10:00,E-scooter,3.1,14,13.2,1,Clear,24,92,0,1,1.10,8,No,No,No
1559,Wednesday,13:25:00,Car,7.4,26,17.1,0,Clear,24,90,420,1,4.20,9,No,No,Yes
1560,Wednesday,13:40:00,Bus,10.9,37,17.8,2,Clear,25,88,330,29,2.70,8,No,No,No
1561,Wednesday,13:55:00,Train,20.2,45,27,1,Clear,25,86,150,150,3.50,9,No,No,Yes
1562,Wednesday,14:10:00,Bike,3.6,15,14.4,0,Clear,26,85,0,1,NA,9,No,No,No
1563,Wednesday,14:25:00,Walk,1.1,17,3.8,0,Clear,26,84,0,1,NA,10,No,No,No
1564,Wednesday,14:40:00,E-scooter,2.8,13,13,1,Clear,27,82,0,1,1.00,8,No,No,No
1565,Wednesday,14:55:00,Car,7,24,17.5,1,Cloudy,27,90,390,1,4.00,8,No,No,Yes
1566,Wednesday,15:10:00,Bus,11.3,39,17.3,4,Cloudy,26,95,340,31,2.80,7,No,Yes,No
1567,Wednesday,15:25:00,Train,22.1,49,26.9,2,Cloudy,25,100,160,160,3.60,7,No,Yes,Yes
1568,Wednesday,15:40:00,Bike,3.8,16,14.3,0,Cloudy,25,98,0,1,NA,8,No,No,No
1569,Wednesday,15:55:00,Walk,1,17,3.6,0,Cloudy,24,96,0,1,NA,9,No,No,No
1570,Wednesday,16:10:00,E-scooter,3,14,12.9,2,Rain,23,110,0,1,1.10,7,Yes,Yes,No
1571,Wednesday,16:25:00,Car,8.2,33,14.9,9,Rain,22,125,430,1,4.30,5,No,Yes,Yes
1572,Wednesday,16:40:00,Bus,12.3,51,14.5,16,Rain,21,140,360,35,2.90,4,Yes,Yes,No
1573,Wednesday,16:55:00,Train,19.3,44,25.4,4,Rain,20,150,170,170,3.70,6,No,Yes,Yes
1574,Wednesday,17:10:00,Bike,3.5,16,12.9,0,Rain,20,148,0,1,NA,7,No,No,No
1575,Wednesday,17:25:00,Walk,1.1,19,3.2,0,Rain,19,145,0,1,NA,7,No,No,No
1576,Wednesday,17:40:00,E-scooter,2.9,15,11.7,3,Rain,19,142,0,1,1.00,6,Yes,Yes,No
1577,Wednesday,17:55:00,Car,7.7,29,16,6,Cloudy,18,130,420,1,4.20,6,No,Yes,Yes
1578,Wednesday,18:10:00,Bus,11.7,41,16.3,5,Cloudy,18,125,350,32,2.80,7,No,No,No
1579,Wednesday,18:25:00,Train,20.5,46,26,2,Cloudy,17,120,160,160,3.60,8,No,No,Yes
1580,Wednesday,18:40:00,Bike,3.9,17,14.1,0,Cloudy,17,118,0,1,NA,8,No,No,No
1581,Wednesday,18:55:00,Walk,1.2,18,4,0,Cloudy,17,115,0,1,NA,9,No,No,No
1582,Wednesday,19:10:00,E-scooter,3.1,14,13.3,1,Clear,18,110,0,1,1.10,8,No,No,No
1583,Wednesday,19:25:00,Car,6.8,23,17.7,0,Clear,18,108,390,1,4.00,9,No,No,Yes
1584,Wednesday,19:40:00,Bus,10.7,36,17.8,1,Clear,19,105,330,29,2.70,8,No,No,No
1585,Wednesday,19:55:00,Train,19.9,43,27.4,0,Clear,19,102,150,150,3.50,9,No,No,Yes
1586,Wednesday,20:10:00,Bike,3.7,16,14.5,0,Clear,18,100,0,1,NA,9,No,No,No
1587,Wednesday,20:25:00,Walk,1,17,3.7,0,Clear,18,98,0,1,NA,10,No,No,No
1588,Wednesday,20:40:00,E-scooter,2.8,13,13,1,Clear,17,95,0,1,1.00,8,No,No,No
1589,Wednesday,20:55:00,Car,7,24,17.5,0,Clear,17,93,410,1,4.10,9,No,No,Yes
1590,Wednesday,21:10:00,Bus,10.6,35,17.9,1,Clear,16,90,330,28,2.70,8,No,No,No
1591,Wednesday,21:25:00,Train,20.1,44,27.1,0,Clear,16,88,150,150,3.50,9,No,No,Yes
1592,Wednesday,21:40:00,Bike,3.8,16,14.3,0,Clear,15,86,0,1,NA,9,No,No,No
1593,Wednesday,21:55:00,Walk,1.1,17,3.8,0,Clear,15,85,0,1,NA,10,No,No,No
1594,Wednesday,22:10:00,E-scooter,3,14,13.1,1,Clear,14,83,0,1,1.00,8,No,No,No
1595,Wednesday,22:25:00,Car,7.2,25,17.3,0,Clear,14,82,410,1,4.10,9,No,No,Yes
1596,Wednesday,22:40:00,Bus,10.8,36,17.6,1,Clear,13,80,330,29,2.70,8,No,No,No
1597,Wednesday,22:55:00,Train,19.7,43,27.3,0,Clear,13,78,150,150,3.50,9,No,No,Yes
1598,Wednesday,23:10:00,Bike,3.6,15,14.4,0,Clear,12,76,0,1,NA,9,No,No,No
1599,Wednesday,23:25:00,Walk,1,16,3.7,0,Clear,12,75,0,1,NA,10,No,No,No
1600,Wednesday,23:40:00,E-scooter,2.9,13,13,1,Clear,11,73,0,1,1.00,8,No,No,No
1601,Wednesday,23:55:00,Car,7,24,17.5,0,Clear,11,72,390,1,4.00,9,No,No,Yes
1602,Thursday,00:10:00,Bus,10.9,37,17.8,2,Cloudy,10,70,340,30,2.80,8,No,No,No
1603,Thursday,00:25:00,Train,20.4,46,26.7,1,Cloudy,10,68,160,160,3.60,8,No,No,Yes
1604,Thursday,00:40:00,Bike,3.7,15,14.6,0,Cloudy,9,66,0,1,NA,9,No,No,No
1605,Thursday,00:55:00,Walk,1.2,18,4,0,Cloudy,9,65,0,1,NA,10,No,No,No
1606,Thursday,01:10:00,E-scooter,3.1,14,13.2,1,Cloudy,8,63,0,1,1.10,8,No,No,No
1607,Thursday,01:25:00,Car,7.3,26,17,0,Clear,8,62,420,1,4.20,9,No,No,Yes
1608,Thursday,01:40:00,Bus,11.1,38,17.4,2,Clear,7,60,330,29,2.70,8,No,No,No
1609,Thursday,01:55:00,Train,21.3,48,26.8,1,Clear,7,58,160,160,3.60,9,No,No,Yes
1610,Thursday,02:10:00,Bike,3.8,16,14.2,0,Clear,6,56,0,1,NA,9,No,No,No
1611,Thursday,02:25:00,Walk,1.1,17,3.8,0,Clear,6,55,0,1,NA,10,No,No,No
1612,Thursday,02:40:00,E-scooter,2.8,13,12.9,1,Clear,5,53,0,1,1.00,8,No,No,No
1613,Thursday,02:55:00,Car,7.1,25,17,0,Clear,5,52,410,1,4.10,9,No,No,Yes
1614,Thursday,03:10:00,Bus,10.7,36,17.7,1,Cloudy,5,50,330,29,2.80,7,No,No,No
1615,Thursday,03:25:00,Train,20.6,46,26.9,1,Cloudy,4,48,160,160,3.60,8,No,No,Yes
1616,Thursday,03:40:00,Bike,3.9,17,14.1,0,Cloudy,4,47,0,1,NA,8,No,No,No
1617,Thursday,03:55:00,Walk,1,16,3.6,0,Cloudy,3,46,0,1,NA,9,No,No,No
1618,Thursday,04:10:00,E-scooter,3,14,13,1,Cloudy,3,45,0,1,1.10,8,No,No,No
1619,Thursday,04:25:00,Car,6.9,24,17.3,0,Clear,3,44,390,1,4.00,9,No,No,Yes
1620,Thursday,04:40:00,Bus,10.5,35,17.8,1,Clear,2,42,330,28,2.70,8,No,No,No
1621,Thursday,04:55:00,Train,19.9,43,27.4,0,Clear,2,41,150,150,3.50,9,No,No,Yes
1622,Thursday,05:10:00,Bike,3.6,15,14.4,0,Clear,2,40,0,1,NA,9,No,No,No
1623,Thursday,05:25:00,Walk,1.2,17,4.1,0,Clear,2,39,0,1,NA,10,No,No,No
1624,Thursday,05:40:00,E-scooter,2.9,13,12.9,1,Clear,3,40,0,1,1.00,8,No,No,No
1625,Thursday,05:55:00,Car,7.4,26,16.8,1,Cloudy,4,45,420,1,4.20,8,No,No,Yes
1626,Thursday,06:10:00,Bus,11.2,39,16.9,3,Cloudy,5,55,340,30,2.80,7,No,Yes,No
1627,Thursday,06:25:00,Train,22.3,49,26.9,2,Cloudy,6,60,160,160,3.60,7,No,Yes,Yes
1628,Thursday,06:40:00,Bike,3.9,16,14.6,0,Cloudy,7,62,0,1,NA,8,No,No,No
1629,Thursday,06:55:00,Walk,1.1,18,3.8,0,Cloudy,8,65,0,1,NA,9,No,No,No
1630,Thursday,07:10:00,E-scooter,3,14,13,2,Rain,9,75,0,1,1.10,7,Yes,Yes,No
1631,Thursday,07:25:00,Car,8.1,32,15,8,Rain,10,90,430,1,4.30,5,No,Yes,Yes
1632,Thursday,07:40:00,Bus,12.3,50,14.6,15,Rain,11,110,360,35,2.90,4,Yes,Yes,No
1633,Thursday,07:55:00,Train,19.1,45,25.3,4,Rain,12,120,170,170,3.70,6,No,Yes,Yes
1634,Thursday,08:10:00,Bike,3.4,16,12.8,0,Rain,12,118,0,1,NA,7,No,No,No
1635,Thursday,08:25:00,Walk,1,19,3.1,0,Rain,13,125,0,1,NA,7,No,No,No
1636,Thursday,08:40:00,E-scooter,2.9,15,11.6,3,Rain,13,130,0,1,1.00,6,Yes,Yes,No
1637,Thursday,08:55:00,Car,7.6,28,16.3,5,Rain,14,135,420,1,4.20,6,No,Yes,Yes
1638,Thursday,09:10:00,Bus,11.5,42,16.4,7,Rain,14,140,350,32,2.80,5,Yes,Yes,No
1639,Thursday,09:25:00,Train,20.3,47,25.9,3,Rain,15,145,160,160,3.60,6,No,Yes,Yes
1640,Thursday,09:40:00,Bike,3.8,17,13.4,0,Rain,15,142,0,1,NA,7,No,No,No
1641,Thursday,09:55:00,Walk,1.1,19,3.5,0,Rain,16,140,0,1,NA,7,No,No,No
1642,Thursday,10:10:00,E-scooter,3,14,12.9,2,Cloudy,17,130,0,1,1.10,7,No,No,No
1643,Thursday,10:25:00,Car,6.9,23,18,1,Cloudy,18,120,390,1,4.00,8,No,No,Yes
1644,Thursday,10:40:00,Bus,10.8,35,18.5,2,Cloudy,18,118,330,29,2.70,8,No,No,No
1645,Thursday,10:55:00,Train,19.6,43,27.3,1,Cloudy,19,115,150,150,3.50,9,No,No,Yes
1646,Thursday,11:10:00,Bike,3.7,16,13.9,0,Clear,20,110,0,1,NA,9,No,No,No
1647,Thursday,11:25:00,Walk,1,17,3.6,0,Clear,20,108,0,1,NA,10,No,No,No
1648,Thursday,11:40:00,E-scooter,2.9,13,13.4,1,Clear,21,105,0,1,1.00,8,No,No,No
1649,Thursday,11:55:00,Car,7.1,25,17,0,Clear,21,102,410,1,4.10,9,No,No,Yes
1650,Thursday,12:10:00,Bus,11,38,17.4,3,Clear,22,100,340,30,2.80,8,No,No,No
1651,Thursday,12:25:00,Train,21.4,48,26.8,1,Clear,22,98,160,160,3.60,9,No,No,Yes
1652,Thursday,12:40:00,Bike,3.9,16,14.6,0,Clear,23,95,0,1,NA,9,No,No,No
1653,Thursday,12:55:00,Walk,1.2,18,4,0,Clear,23,94,0,1,NA,10,No,No,No
1654,Thursday,13:10:00,E-scooter,3.1,14,13.2,1,Clear,24,92,0,1,1.10,8,No,No,No
1655,Thursday,13:25:00,Car,7.4,26,17.1,0,Clear,24,90,420,1,4.20,9,No,No,Yes
1656,Thursday,13:40:00,Bus,10.9,37,17.8,2,Clear,25,88,330,29,2.70,8,No,No,No
1657,Thursday,13:55:00,Train,20.2,45,27,1,Clear,25,86,150,150,3.50,9,No,No,Yes
1658,Thursday,14:10:00,Bike,3.6,15,14.4,0,Clear,26,85,0,1,NA,9,No,No,No
1659,Thursday,14:25:00,Walk,1.1,17,3.8,0,Clear,26,84,0,1,NA,10,No,No,No
1660,Thursday,14:40:00,E-scooter,2.8,13,13,1,Clear,27,82,0,1,1.00,8,No,No,No
1661,Thursday,14:55:00,Car,7,24,17.5,1,Cloudy,27,90,390,1,4.00,8,No,No,Yes
1662,Thursday,15:10:00,Bus,11.3,39,17.3,4,Cloudy,26,95,340,31,2.80,7,No,Yes,No
1663,Thursday,15:25:00,Train,22.1,49,26.9,2,Cloudy,25,100,160,160,3.60,7,No,Yes,Yes
1664,Thursday,15:40:00,Bike,3.8,16,14.3,0,Cloudy,25,98,0,1,NA,8,No,No,No
1665,Thursday,15:55:00,Walk,1,17,3.6,0,Cloudy,24,96,0,1,NA,9,No,No,No
1666,Thursday,16:10:00,E-scooter,3,14,12.9,2,Rain,23,110,0,1,1.10,7,Yes,Yes,No
1667,Thursday,16:25:00,Car,8.2,33,14.9,9,Rain,22,125,430,1,4.30,5,No,Yes,Yes
1668,Thursday,16:40:00,Bus,12.3,51,14.5,16,Rain,21,140,360,35,2.90,4,Yes,Yes,No
1669,Thursday,16:55:00,Train,19.3,44,25.4,4,Rain,20,150,170,170,3.70,6,No,Yes,Yes
1670,Thursday,17:10:00,Bike,3.5,16,12.9,0,Rain,20,148,0,1,NA,7,No,No,No
1671,Thursday,17:25:00,Walk,1.1,19,3.2,0,Rain,19,145,0,1,NA,7,No,No,No
1672,Thursday,17:40:00,E-scooter,2.9,15,11.7,3,Rain,19,142,0,1,1.00,6,Yes,Yes,No
1673,Thursday,17:55:00,Car,7.7,29,16,6,Cloudy,18,130,420,1,4.20,6,No,Yes,Yes
1674,Thursday,18:10:00,Bus,11.7,41,16.3,5,Cloudy,18,125,350,32,2.80,7,No,No,No
1675,Thursday,18:25:00,Train,20.5,46,26,2,Cloudy,17,120,160,160,3.60,8,No,No,Yes
1676,Thursday,18:40:00,Bike,3.9,17,14.1,0,Cloudy,17,118,0,1,NA,8,No,No,No
1677,Thursday,18:55:00,Walk,1.2,18,4,0,Cloudy,17,115,0,1,NA,9,No,No,No
1678,Thursday,19:10:00,E-scooter,3.1,14,13.3,1,Clear,18,110,0,1,1.10,8,No,No,No
1679,Thursday,19:25:00,Car,6.8,23,17.7,0,Clear,18,108,390,1,4.00,9,No,No,Yes
1680,Thursday,19:40:00,Bus,10.7,36,17.8,1,Clear,19,105,330,29,2.70,8,No,No,No
1681,Thursday,19:55:00,Train,19.9,43,27.4,0,Clear,19,102,150,150,3.50,9,No,No,Yes
1682,Thursday,20:10:00,Bike,3.7,16,14.5,0,Clear,18,100,0,1,NA,9,No,No,No
1683,Thursday,20:25:00,Walk,1,17,3.7,0,Clear,18,98,0,1,NA,10,No,No,No
1684,Thursday,20:40:00,E-scooter,2.8,13,13,1,Clear,17,95,0,1,1.00,8,No,No,No
